,CHAM1,CHAM2,CHAM3,CHAM4,CHAM5
11/30/18 12:00,25.6,70.9,125.0,20.8,161.4
11/30/18 13:00,85.8,71.5,320.1,87.8,494.3
11/30/18 14:00,72.9,70.4,293.8,79.8,473.7
11/30/18 15:00,73.5,71.1,294.7,78.2,465.4
11/30/18 16:00,45.1,70.8,207.8,56.5,352.6
11/30/18 17:00,27.1,25.3,71.8,27.6,103.2
11/30/18 18:00,22.1,25.7,60.2,24.0,89.2
11/30/18 19:00,22.0,20.8,50.1,21.2,75.3
11/30/18 20:00,21.3,20.6,34.5,12.9,37.4
11/30/18 21:00,19.0,18.5,30.8,10.5,33.3
11/30/18 22:00,15.5,17.4,26.6,9.5,28.4
11/30/18 23:00,9.2,15.6,18.2,9.2,19.4
12/1/18 0:00,9.2,15.3,18.0,9.2,19.2
12/1/18 1:00,9.1,15.2,17.8,9.0,19.0
12/1/18 2:00,9.2,15.1,17.7,9.2,18.8
12/1/18 3:00,8.8,15.0,17.6,8.7,18.7
12/1/18 4:00,9.3,15.2,17.9,9.3,18.9
12/1/18 5:00,9.0,15.5,18.2,9.0,19.3
12/1/18 6:00,6.3,12.5,16.7,8.0,18.7
12/1/18 7:00,5.8,12.0,17.1,8.4,21.4
12/1/18 8:00,5.4,11.9,18.6,8.7,25.9
12/1/18 9:00,6.3,12.8,23.6,11.5,38.0
12/1/18 10:00,6.9,12.9,24.1,12.2,39.0
12/1/18 11:00,7.1,11.8,22.6,12.1,35.0
12/1/18 12:00,7.3,9.7,21.6,12.2,29.7
12/1/18 13:00,7.0,9.7,22.9,13.1,31.9
12/1/18 14:00,7.0,9.8,21.9,12.9,30.1
12/1/18 15:00,7.2,9.9,22.4,13.4,30.6
12/1/18 16:00,8.4,11.2,23.7,15.0,31.7
12/1/18 17:00,9.2,14.6,19.3,10.1,26.0
12/1/18 18:00,10.3,18.1,20.5,10.1,21.8
12/1/18 19:00,10.2,17.8,20.4,10.1,21.6
12/1/18 20:00,10.3,18.1,20.5,10.2,21.9
12/1/18 21:00,9.1,16.9,19.3,9.0,20.5
12/1/18 22:00,9.0,16.8,19.3,8.9,20.5
12/1/18 23:00,8.2,15.5,17.9,8.2,19.2
12/2/18 0:00,8.3,15.5,18.0,8.2,19.4
12/2/18 1:00,8.4,14.5,16.9,8.2,18.1
12/2/18 2:00,8.4,15.1,17.5,8.3,18.8
12/2/18 3:00,8.3,15.1,17.6,8.3,19.0
12/2/18 4:00,8.9,15.6,18.1,8.8,19.4
12/2/18 5:00,8.8,15.3,17.8,8.6,19.0
12/2/18 6:00,7.2,13.8,16.3,6.9,17.6
12/2/18 7:00,7.4,13.9,21.2,7.2,24.1
12/2/18 8:00,22.8,15.1,43.5,9.4,51.5
12/2/18 9:00,20.6,18.7,45.6,11.0,50.4
12/2/18 10:00,17.4,15.0,33.4,9.3,34.5
12/2/18 11:00,16.9,12.7,30.5,8.6,31.9
12/2/18 12:00,16.6,10.3,27.2,8.3,28.3
12/2/18 13:00,16.4,9.8,26.7,7.9,36.4
12/2/18 14:00,18.1,9.8,27.3,7.1,38.5
12/2/18 15:00,18.2,9.8,26.3,6.5,32.6
12/2/18 16:00,17.3,10.5,24.6,7.0,25.7
12/2/18 17:00,16.9,15.3,24.9,9.7,26.0
12/2/18 18:00,18.4,19.1,28.5,11.3,29.6
12/2/18 19:00,18.4,19.2,28.6,11.4,29.8
12/2/18 20:00,13.0,19.3,23.3,11.3,24.4
12/2/18 21:00,9.6,17.3,19.8,9.3,20.9
12/2/18 22:00,9.7,17.5,20.0,9.5,21.2
12/2/18 23:00,8.9,16.1,18.8,8.7,20.0
12/3/18 0:00,8.8,16.2,18.7,8.6,19.7
12/3/18 1:00,8.9,15.9,18.3,8.6,19.5
12/3/18 2:00,8.5,15.5,18.0,8.3,19.0
12/3/18 3:00,8.5,15.5,18.0,8.4,19.2
12/3/18 4:00,9.0,16.0,18.5,8.9,19.6
12/3/18 5:00,8.7,14.5,22.1,11.2,25.3
12/3/18 6:00,10.2,13.1,39.5,12.9,60.1
12/3/18 7:00,44.4,33.8,136.6,35.4,184.4
12/3/18 8:00,114.7,84.2,427.4,120.5,624.4
12/3/18 9:00,92.9,85.3,375.4,103.8,585.4
12/3/18 10:00,98.5,85.3,369.1,98.0,573.8
12/3/18 11:00,74.6,84.6,300.6,68.4,467.5
12/3/18 12:00,26.3,82.5,139.3,21.3,186.3
12/3/18 13:00,114.8,83.2,410.8,112.4,593.8
12/3/18 14:00,91.5,85.2,365.5,100.0,581.8
12/3/18 15:00,94.8,85.2,363.8,97.9,571.0
12/3/18 16:00,53.7,80.3,244.0,62.6,435.0
12/3/18 17:00,23.7,21.5,63.4,22.8,94.4
12/3/18 18:00,24.3,21.5,55.5,24.4,85.0
12/3/18 19:00,22.8,21.4,51.6,22.7,73.1
12/3/18 20:00,19.6,20.3,34.6,12.2,40.0
12/3/18 21:00,12.9,16.6,25.3,8.2,28.3
12/3/18 22:00,9.7,16.3,21.3,8.1,23.5
12/3/18 23:00,8.3,15.8,18.6,8.1,20.0
12/4/18 0:00,8.7,15.9,18.6,8.5,19.9
12/4/18 1:00,8.0,14.7,17.5,7.8,18.8
12/4/18 2:00,7.0,14.4,17.1,6.8,18.4
12/4/18 3:00,6.9,14.1,16.8,6.6,18.2
12/4/18 4:00,7.8,14.6,17.3,7.7,19.0
12/4/18 5:00,8.9,14.9,25.1,11.7,30.1
12/4/18 6:00,14.9,15.1,44.6,16.7,62.4
12/4/18 7:00,41.9,34.2,134.0,35.1,180.6
12/4/18 8:00,101.0,83.7,401.7,116.5,594.8
12/4/18 9:00,92.3,85.3,357.8,95.6,570.8
12/4/18 10:00,92.8,87.0,355.2,95.3,571.9
12/4/18 11:00,69.5,85.7,277.8,62.7,433.4
12/4/18 12:00,27.9,82.3,139.0,20.9,167.6
12/4/18 13:00,107.4,84.6,395.2,111.2,622.8
12/4/18 14:00,91.6,86.5,361.4,96.7,571.3
12/4/18 15:00,82.7,84.5,338.6,92.4,535.6
12/4/18 16:00,55.5,80.1,240.3,62.6,395.9
12/4/18 17:00,24.0,21.2,67.6,25.7,97.7
12/4/18 18:00,23.7,24.0,58.3,24.7,86.0
12/4/18 19:00,20.8,24.1,52.5,22.1,69.5
12/4/18 20:00,19.7,20.9,34.6,12.7,39.7
12/4/18 21:00,16.9,19.0,28.5,10.7,30.6
12/4/18 22:00,6.7,14.7,17.3,6.7,18.5
12/4/18 23:00,6.3,13.3,16.0,6.2,17.2
12/5/18 0:00,6.4,13.0,15.4,6.3,16.7
12/5/18 1:00,6.0,12.3,15.0,5.8,16.2
12/5/18 2:00,5.9,12.3,14.8,5.9,16.0
12/5/18 3:00,5.9,12.8,15.4,5.8,16.6
12/5/18 4:00,6.6,13.0,15.5,6.4,16.8
12/5/18 5:00,6.4,12.3,14.8,6.4,15.9
12/5/18 6:00,6.3,12.4,15.7,5.7,17.0
12/5/18 7:00,5.2,11.2,14.1,4.7,15.3
12/5/18 8:00,3.6,10.5,13.7,3.6,15.0
12/5/18 9:00,4.4,10.7,14.7,3.6,19.1
12/5/18 10:00,5.3,10.9,15.9,3.6,24.3
12/5/18 11:00,7.6,11.6,16.9,5.7,24.9
12/5/18 12:00,7.4,9.7,15.3,6.2,19.0
12/5/18 13:00,6.8,9.6,15.1,6.0,16.4
12/5/18 14:00,8.2,9.2,16.4,5.7,17.6
12/5/18 15:00,8.9,9.1,16.8,5.6,18.1
12/5/18 16:00,8.7,9.5,16.9,6.0,18.1
12/5/18 17:00,8.5,11.4,19.1,5.7,20.3
12/5/18 18:00,11.0,15.9,23.0,8.2,24.1
12/5/18 19:00,11.6,16.4,21.8,8.8,23.0
12/5/18 20:00,11.7,16.3,21.8,8.7,23.0
12/5/18 21:00,11.4,16.0,21.5,8.3,22.7
12/5/18 22:00,11.2,16.1,21.6,8.2,22.7
12/5/18 23:00,9.4,14.7,19.5,7.4,20.7
12/6/18 0:00,6.9,14.5,17.2,6.8,18.3
12/6/18 1:00,7.3,14.4,17.1,7.3,18.3
12/6/18 2:00,7.6,14.7,17.3,7.7,18.4
12/6/18 3:00,7.5,15.2,17.8,7.6,18.9
12/6/18 4:00,8.3,14.5,17.2,8.2,18.4
12/6/18 5:00,8.5,15.1,21.2,9.7,25.1
12/6/18 6:00,15.9,16.5,45.9,16.5,66.9
12/6/18 7:00,47.4,37.3,137.2,38.5,203.0
12/6/18 8:00,115.9,87.1,395.9,124.3,626.2
12/6/18 9:00,99.0,88.4,357.3,108.2,582.6
12/6/18 10:00,97.7,90.1,347.2,102.9,562.7
12/6/18 11:00,77.9,88.4,277.5,67.7,435.8
12/6/18 12:00,29.0,84.2,138.9,24.0,167.3
12/6/18 13:00,115.2,89.6,391.8,115.7,618.4
12/6/18 14:00,95.7,90.5,352.7,102.6,559.2
12/6/18 15:00,91.1,87.0,338.8,97.5,546.0
12/6/18 16:00,59.1,83.0,237.8,64.9,393.8
12/6/18 17:00,24.7,19.9,66.5,24.7,96.0
12/6/18 18:00,26.0,22.9,53.7,19.0,80.1
12/6/18 19:00,20.3,21.8,39.8,13.3,57.3
12/6/18 20:00,16.7,21.2,33.7,12.9,37.5
12/6/18 21:00,16.0,20.4,29.9,12.4,31.1
12/6/18 22:00,14.9,19.4,25.6,11.4,26.7
12/6/18 23:00,9.7,16.7,19.3,9.5,20.5
12/7/18 0:00,8.3,15.1,17.7,8.1,18.9
12/7/18 1:00,7.5,14.7,17.3,7.4,18.4
12/7/18 2:00,7.5,14.6,17.1,7.4,18.2
12/7/18 3:00,7.6,14.5,17.0,7.4,18.2
12/7/18 4:00,8.3,15.0,17.6,8.2,19.0
12/7/18 5:00,8.5,14.8,21.3,10.4,23.9
12/7/18 6:00,16.9,14.6,46.7,17.0,61.7
12/7/18 7:00,43.2,34.2,134.7,36.6,199.2
12/7/18 8:00,99.9,86.0,372.1,113.1,593.0
12/7/18 9:00,86.7,86.6,334.4,92.8,540.8
12/7/18 10:00,85.1,86.7,331.5,90.4,530.1
12/7/18 11:00,68.1,85.2,268.0,60.9,419.7
12/7/18 12:00,25.8,81.5,136.4,21.7,165.0
12/7/18 13:00,100.0,83.1,363.5,106.1,582.0
12/7/18 14:00,85.2,83.0,330.7,91.9,527.5
12/7/18 15:00,84.3,81.3,324.4,87.5,523.6
12/7/18 16:00,50.9,77.4,223.7,59.9,369.1
12/7/18 17:00,25.7,25.6,71.9,25.7,102.5
12/7/18 18:00,22.4,22.8,61.6,23.9,88.4
12/7/18 19:00,16.2,19.4,41.3,14.4,57.8
12/7/18 20:00,13.5,17.8,25.8,10.0,29.5
12/7/18 21:00,9.5,16.1,20.9,8.3,23.5
12/7/18 22:00,8.6,16.1,19.2,8.5,20.6
12/7/18 23:00,8.7,15.6,18.1,8.5,19.3
12/8/18 0:00,8.5,15.3,17.7,8.4,18.9
12/8/18 1:00,8.4,15.2,17.6,8.4,18.8
12/8/18 2:00,8.5,15.3,17.8,8.4,19.0
12/8/18 3:00,8.4,14.7,17.1,8.3,18.1
12/8/18 4:00,8.4,14.7,17.1,8.3,18.2
12/8/18 5:00,8.2,14.2,16.7,8.1,17.8
12/8/18 6:00,7.4,14.1,16.4,7.3,17.5
12/8/18 7:00,6.7,13.1,15.7,6.8,17.8
12/8/18 8:00,6.1,12.3,15.6,6.1,20.2
12/8/18 9:00,6.2,12.5,16.8,6.1,22.1
12/8/18 10:00,6.3,12.5,16.8,6.3,23.6
12/8/18 11:00,7.2,11.5,17.1,7.1,24.1
12/8/18 12:00,7.3,9.4,15.4,6.4,22.6
12/8/18 13:00,6.3,9.5,15.1,6.5,22.7
12/8/18 14:00,7.6,8.2,15.7,5.2,23.3
12/8/18 15:00,13.3,9.0,21.4,6.0,29.2
12/8/18 16:00,14.8,10.3,22.7,7.3,30.2
12/8/18 17:00,14.8,12.4,23.1,7.3,25.9
12/8/18 18:00,18.1,18.2,27.6,11.0,28.7
12/8/18 19:00,14.2,18.3,23.8,11.1,24.9
12/8/18 20:00,11.3,18.3,20.8,11.1,21.9
12/8/18 21:00,10.0,16.9,19.4,9.7,20.5
12/8/18 22:00,9.8,16.9,19.3,9.7,20.4
12/8/18 23:00,9.3,15.3,17.7,9.0,18.8
12/9/18 0:00,9.2,14.9,17.4,9.1,18.5
12/9/18 1:00,9.0,15.0,17.4,8.9,18.5
12/9/18 2:00,9.2,14.8,17.2,9.0,18.4
12/9/18 3:00,7.5,13.5,15.9,7.4,17.1
12/9/18 4:00,7.8,13.6,16.1,7.7,17.3
12/9/18 5:00,7.8,13.8,16.3,7.7,17.4
12/9/18 6:00,10.1,12.5,18.7,6.2,19.9
12/9/18 7:00,6.3,12.5,19.5,6.0,20.6
12/9/18 8:00,6.0,12.3,25.0,5.7,26.2
12/9/18 9:00,6.2,11.7,24.8,5.2,26.0
12/9/18 10:00,7.5,12.3,21.2,5.5,24.6
12/9/18 11:00,7.3,10.9,18.9,5.4,25.2
12/9/18 12:00,8.7,8.8,17.5,5.4,22.5
12/9/18 13:00,9.3,9.2,17.7,5.8,23.7
12/9/18 14:00,9.7,9.4,17.8,6.0,23.5
12/9/18 15:00,9.5,9.1,17.1,5.6,22.7
12/9/18 16:00,10.8,10.0,17.8,6.6,23.5
12/9/18 17:00,9.9,12.0,17.7,6.5,22.6
12/9/18 18:00,10.7,16.5,20.9,9.1,22.7
12/9/18 19:00,11.0,16.6,21.1,9.2,22.4
12/9/18 20:00,11.0,16.6,21.1,9.2,22.2
12/9/18 21:00,9.5,15.1,19.6,7.7,20.7
12/9/18 22:00,10.2,15.7,20.2,8.4,21.3
12/9/18 23:00,9.5,14.4,19.0,7.7,20.1
12/10/18 0:00,9.4,14.1,18.5,7.7,19.7
12/10/18 1:00,9.5,13.7,18.1,7.8,19.3
12/10/18 2:00,9.5,13.7,18.1,7.7,19.2
12/10/18 3:00,9.4,13.9,18.4,7.7,19.5
12/10/18 4:00,9.8,14.5,18.8,8.1,19.9
12/10/18 5:00,9.8,14.3,19.5,8.1,20.6
12/10/18 6:00,8.5,13.6,27.7,6.8,28.8
12/10/18 7:00,8.4,12.6,45.7,6.5,46.8
12/10/18 8:00,13.6,12.9,135.3,6.6,136.9
12/10/18 9:00,13.9,12.9,121.5,6.5,123.2
12/10/18 10:00,13.9,13.2,117.9,7.8,119.5
12/10/18 11:00,14.2,12.2,101.1,7.1,102.6
12/10/18 12:00,14.3,9.9,34.5,6.7,36.0
12/10/18 13:00,14.3,9.9,125.9,6.9,127.5
12/10/18 14:00,15.2,10.0,115.3,6.8,117.3
12/10/18 15:00,19.3,10.0,116.4,6.6,119.5
12/10/18 16:00,21.2,10.6,81.2,7.3,85.6
12/10/18 17:00,19.7,14.4,38.7,9.0,40.7
12/10/18 18:00,20.2,19.5,39.1,11.6,40.3
12/10/18 19:00,19.9,19.5,38.5,11.6,39.8
12/10/18 20:00,18.1,18.1,32.6,10.1,34.0
12/10/18 21:00,9.5,16.9,21.3,9.0,22.5
12/10/18 22:00,9.0,16.7,20.1,8.8,21.4
12/10/18 23:00,8.4,15.2,17.9,8.1,19.2
12/11/18 0:00,8.4,14.8,17.4,8.2,18.6
12/11/18 1:00,8.3,15.0,17.5,8.1,18.7
12/11/18 2:00,8.3,14.6,17.2,8.1,18.4
12/11/18 3:00,8.3,14.8,17.4,8.0,18.7
12/11/18 4:00,8.8,14.9,17.5,8.6,18.8
12/11/18 5:00,9.5,15.5,21.7,9.1,25.1
12/11/18 6:00,12.6,15.7,40.0,14.0,58.5
12/11/18 7:00,41.0,31.3,129.1,34.9,195.7
12/11/18 8:00,103.7,82.6,401.1,114.7,621.7
12/11/18 9:00,93.0,87.4,360.0,101.0,572.3
12/11/18 10:00,93.2,89.2,354.4,97.3,562.5
12/11/18 11:00,74.8,87.3,282.1,64.4,437.7
12/11/18 12:00,32.1,83.4,142.9,24.8,173.7
12/11/18 13:00,103.8,87.1,385.6,109.6,599.1
12/11/18 14:00,87.0,85.4,346.6,93.6,544.9
12/11/18 15:00,82.2,80.4,325.8,90.3,519.1
12/11/18 16:00,53.4,77.6,233.0,61.5,380.0
12/11/18 17:00,28.4,24.9,73.0,28.5,104.5
12/11/18 18:00,26.8,23.5,63.3,27.4,93.1
12/11/18 19:00,24.9,21.5,50.8,19.1,71.9
12/11/18 20:00,19.3,20.5,33.1,12.7,41.3
12/11/18 21:00,16.7,19.2,27.9,11.5,30.7
12/11/18 22:00,11.0,18.4,21.2,10.8,22.5
12/11/18 23:00,9.6,15.9,18.6,9.4,19.9
12/12/18 0:00,9.5,15.4,18.0,9.3,19.2
12/12/18 1:00,9.4,15.8,18.4,9.4,19.6
12/12/18 2:00,9.3,15.4,17.8,9.3,19.1
12/12/18 3:00,9.5,15.4,18.1,9.3,19.4
12/12/18 4:00,9.9,15.8,18.3,9.8,19.6
12/12/18 5:00,8.6,14.1,17.7,7.7,23.5
12/12/18 6:00,15.1,14.8,31.5,11.9,53.0
12/12/18 7:00,46.4,34.8,108.5,36.8,171.9
12/12/18 8:00,88.5,83.8,266.4,99.9,470.5
12/12/18 9:00,79.5,81.3,239.9,84.9,431.2
12/12/18 10:00,74.6,80.4,232.6,83.6,412.2
12/12/18 11:00,63.0,77.2,190.8,58.6,330.7
12/12/18 12:00,29.9,74.8,121.4,25.7,153.4
12/12/18 13:00,88.4,71.7,248.3,94.3,437.3
12/12/18 14:00,74.2,70.7,220.6,80.8,390.2
12/12/18 15:00,75.0,69.9,219.7,78.5,385.1
12/12/18 16:00,44.3,67.0,159.8,51.6,288.4
12/12/18 17:00,23.3,21.5,57.3,23.2,88.9
12/12/18 18:00,22.5,20.4,50.3,24.5,80.5
12/12/18 19:00,22.0,19.9,43.8,21.2,68.5
12/12/18 20:00,12.9,18.6,23.5,11.0,26.2
12/12/18 21:00,10.3,17.9,20.6,10.3,22.5
12/12/18 22:00,10.1,17.6,20.2,10.0,21.4
12/12/18 23:00,9.4,16.1,18.7,9.3,19.8
12/13/18 0:00,9.5,15.6,18.2,9.4,19.3
12/13/18 1:00,9.3,15.3,17.9,9.2,19.0
12/13/18 2:00,9.3,15.1,17.8,9.3,18.9
12/13/18 3:00,9.3,14.9,17.7,9.1,18.8
12/13/18 4:00,9.9,15.6,18.3,9.8,19.6
12/13/18 5:00,10.8,16.0,23.4,12.5,25.9
12/13/18 6:00,15.3,15.5,46.6,16.9,61.5
12/13/18 7:00,42.2,30.5,128.6,32.9,191.7
12/13/18 8:00,71.9,76.7,310.9,85.7,493.6
12/13/18 9:00,71.3,73.1,290.3,76.2,452.1
12/13/18 10:00,71.5,72.4,286.7,74.2,446.2
12/13/18 11:00,53.6,71.8,233.6,53.9,353.2
12/13/18 12:00,29.4,72.4,128.7,23.8,157.4
12/13/18 13:00,82.0,68.9,313.0,86.3,500.1
12/13/18 14:00,71.6,70.6,289.8,75.7,461.9
12/13/18 15:00,73.0,68.4,285.8,76.3,452.9
12/13/18 16:00,46.3,65.5,204.1,52.6,340.3
12/13/18 17:00,23.4,22.0,67.0,24.6,97.1
12/13/18 18:00,25.1,21.7,59.5,25.3,84.9
12/13/18 19:00,20.1,20.5,44.5,18.2,62.3
12/13/18 20:00,18.5,19.2,34.8,13.2,41.6
12/13/18 21:00,13.0,18.4,25.3,11.0,26.8
12/13/18 22:00,6.4,13.6,16.4,6.3,17.6
12/13/18 23:00,6.2,11.9,14.6,6.2,15.8
12/14/18 0:00,5.4,10.4,13.1,5.3,14.3
12/14/18 1:00,4.9,10.3,12.9,4.9,14.1
12/14/18 2:00,5.2,10.5,13.2,5.1,14.3
12/14/18 3:00,5.5,10.9,13.6,5.4,14.8
12/14/18 4:00,5.9,10.9,13.5,5.7,14.7
12/14/18 5:00,6.9,12.0,16.9,5.9,19.8
12/14/18 6:00,12.1,11.2,37.6,12.0,52.7
12/14/18 7:00,40.1,30.3,124.9,32.1,187.5
12/14/18 8:00,68.6,73.5,293.8,79.0,461.7
12/14/18 9:00,66.0,69.4,281.6,76.8,432.2
12/14/18 10:00,68.5,69.4,272.9,73.5,422.3
12/14/18 11:00,57.5,70.2,231.2,53.0,356.0
12/14/18 12:00,26.8,66.5,123.7,21.6,152.5
12/14/18 13:00,80.7,66.3,304.3,85.1,486.1
12/14/18 14:00,67.4,70.1,282.6,75.3,449.5
12/14/18 15:00,66.3,70.0,274.2,74.7,428.5
12/14/18 16:00,47.3,65.2,199.9,50.6,320.8
12/14/18 17:00,23.8,20.0,67.4,22.1,97.3
12/14/18 18:00,24.2,22.2,63.9,22.6,91.9
12/14/18 19:00,23.9,20.5,50.5,13.1,72.8
12/14/18 20:00,18.0,17.6,34.1,9.4,41.3
12/14/18 21:00,16.0,16.7,28.8,8.5,30.9
12/14/18 22:00,15.6,16.8,26.3,8.6,27.4
12/14/18 23:00,7.7,14.4,17.2,7.5,18.3
12/15/18 0:00,7.5,13.8,16.5,7.5,17.6
12/15/18 1:00,7.5,13.9,16.5,7.4,17.5
12/15/18 2:00,7.7,14.1,16.5,7.6,17.6
12/15/18 3:00,7.1,12.8,15.6,7.0,16.6
12/15/18 4:00,8.5,14.6,17.2,8.3,18.4
12/15/18 5:00,8.1,14.4,16.9,8.0,18.1
12/15/18 6:00,7.5,13.9,16.5,7.3,17.7
12/15/18 7:00,6.8,13.4,15.9,6.8,19.1
12/15/18 8:00,7.2,14.0,17.3,6.5,23.6
12/15/18 9:00,9.8,14.3,21.5,5.2,30.7
12/15/18 10:00,10.3,14.9,24.1,5.4,36.9
12/15/18 11:00,11.9,14.2,25.2,6.2,38.5
12/15/18 12:00,12.0,11.6,22.6,6.4,32.8
12/15/18 13:00,11.8,12.0,23.3,6.2,34.4
12/15/18 14:00,11.9,11.3,22.5,6.1,39.1
12/15/18 15:00,12.3,10.4,21.2,5.8,33.8
12/15/18 16:00,13.1,11.1,21.6,6.5,29.9
12/15/18 17:00,13.6,12.9,23.2,6.7,27.9
12/15/18 18:00,15.6,16.9,26.9,8.2,28.6
12/15/18 19:00,14.1,16.0,24.7,7.7,26.1
12/15/18 20:00,8.9,15.5,19.5,7.3,20.7
12/15/18 21:00,7.3,15.4,18.1,7.3,19.2
12/15/18 22:00,7.1,15.2,17.7,7.0,18.8
12/15/18 23:00,7.0,14.1,16.6,6.9,17.8
12/16/18 0:00,6.6,13.6,16.0,6.7,17.1
12/16/18 1:00,6.7,13.2,15.8,6.7,16.9
12/16/18 2:00,6.6,13.3,15.9,6.5,16.9
12/16/18 3:00,6.9,13.6,16.2,6.8,17.4
12/16/18 4:00,7.0,13.4,16.0,6.9,17.0
12/16/18 5:00,7.1,13.8,16.4,7.0,17.5
12/16/18 6:00,5.6,12.5,15.1,5.7,16.2
12/16/18 7:00,5.0,11.7,14.3,4.9,15.4
12/16/18 8:00,8.2,11.6,17.5,4.9,19.2
12/16/18 9:00,11.1,11.8,21.3,4.9,24.9
12/16/18 10:00,11.8,12.5,22.3,5.5,26.1
12/16/18 11:00,11.0,9.6,19.2,4.8,27.4
12/16/18 12:00,10.9,8.7,18.5,4.6,20.8
12/16/18 13:00,11.0,8.8,19.5,4.6,20.8
12/16/18 14:00,11.2,9.0,19.7,4.9,21.0
12/16/18 15:00,11.5,9.2,20.1,5.2,21.5
12/16/18 16:00,11.3,10.0,18.3,5.9,19.7
12/16/18 17:00,9.2,12.0,17.8,6.2,19.1
12/16/18 18:00,8.5,16.3,19.5,8.2,20.8
12/16/18 19:00,9.2,16.4,20.4,8.3,21.8
12/16/18 20:00,10.5,17.2,21.9,8.9,23.2
12/16/18 21:00,9.6,16.0,20.7,7.8,21.9
12/16/18 22:00,9.1,16.1,20.3,7.9,21.6
12/16/18 23:00,7.5,15.0,17.7,7.7,18.8
12/17/18 0:00,7.6,14.7,17.5,7.8,18.7
12/17/18 1:00,7.3,14.3,17.1,7.4,18.2
12/17/18 2:00,7.1,14.0,16.8,7.3,17.9
12/17/18 3:00,7.1,13.9,16.6,7.2,17.8
12/17/18 4:00,7.0,13.4,16.3,7.2,17.7
12/17/18 5:00,6.5,12.8,18.4,5.8,20.7
12/17/18 6:00,9.7,13.6,36.8,11.2,54.6
12/17/18 7:00,41.5,32.5,130.1,34.2,191.5
12/17/18 8:00,96.2,79.4,370.0,103.5,579.9
12/17/18 9:00,84.3,83.2,329.2,87.3,520.0
12/17/18 10:00,78.5,83.5,317.8,83.4,498.0
12/17/18 11:00,63.9,80.4,259.7,56.1,403.0
12/17/18 12:00,24.7,74.2,128.0,21.5,159.4
12/17/18 13:00,94.1,73.7,347.3,98.5,545.5
12/17/18 14:00,78.8,74.4,310.7,83.6,496.9
12/17/18 15:00,79.7,75.7,313.8,84.3,498.7
12/17/18 16:00,49.9,68.6,218.8,56.8,356.2
12/17/18 17:00,24.9,25.0,67.0,22.6,98.6
12/17/18 18:00,22.9,26.2,59.5,23.4,88.4
12/17/18 19:00,20.9,24.8,54.9,23.1,80.6
12/17/18 20:00,16.6,21.9,36.2,14.6,41.2
12/17/18 21:00,15.1,20.2,27.9,11.9,30.3
12/17/18 22:00,14.4,19.9,25.2,11.8,26.4
12/17/18 23:00,9.6,16.8,19.7,9.6,20.9
12/18/18 0:00,9.6,16.5,19.3,9.7,20.4
12/18/18 1:00,9.8,16.7,19.4,9.7,20.7
12/18/18 2:00,9.7,16.8,19.6,9.7,20.8
12/18/18 3:00,9.7,16.0,18.8,9.6,19.9
12/18/18 4:00,10.3,16.7,19.5,10.2,21.0
12/18/18 5:00,9.6,15.7,21.5,9.8,24.5
12/18/18 6:00,16.1,14.8,45.8,16.6,65.4
12/18/18 7:00,45.2,33.7,131.4,36.5,194.7
12/18/18 8:00,77.1,77.9,328.1,92.9,517.5
12/18/18 9:00,77.0,75.3,303.3,81.9,480.0
12/18/18 10:00,73.5,74.0,297.8,81.4,470.7
12/18/18 11:00,61.1,75.0,252.3,57.7,384.6
12/18/18 12:00,25.5,70.6,126.2,21.5,156.3
12/18/18 13:00,86.4,73.2,329.1,92.6,523.2
12/18/18 14:00,77.6,74.2,310.1,86.0,494.9
12/18/18 15:00,78.2,71.2,306.1,83.5,484.8
12/18/18 16:00,46.9,67.1,213.9,55.5,357.2
12/18/18 17:00,23.1,19.8,68.8,23.6,101.0
12/18/18 18:00,23.0,21.0,60.5,25.6,90.6
12/18/18 19:00,17.3,19.8,48.0,21.2,68.9
12/18/18 20:00,15.7,18.0,32.1,10.6,44.8
12/18/18 21:00,11.6,16.8,23.8,9.1,27.8
12/18/18 22:00,8.8,16.1,18.8,8.6,20.1
12/18/18 23:00,7.9,13.8,16.5,7.9,17.8
12/19/18 0:00,8.1,13.5,16.3,8.0,17.5
12/19/18 1:00,8.1,13.6,16.3,8.0,17.6
12/19/18 2:00,7.1,12.5,15.2,7.0,16.4
12/19/18 3:00,6.6,12.1,14.9,6.5,16.1
12/19/18 4:00,7.3,12.7,15.4,7.2,16.9
12/19/18 5:00,7.2,12.0,18.8,7.3,22.3
12/19/18 6:00,12.9,12.2,43.3,14.6,65.5
12/19/18 7:00,41.4,30.5,128.8,35.1,194.0
12/19/18 8:00,74.6,78.7,325.2,92.6,516.9
12/19/18 9:00,74.3,75.6,301.5,80.6,473.2
12/19/18 10:00,69.0,73.8,295.4,81.5,465.8
12/19/18 11:00,58.2,74.4,248.4,57.1,378.8
12/19/18 12:00,25.3,72.1,128.8,22.5,159.8
12/19/18 13:00,88.0,72.4,335.7,94.9,533.8
12/19/18 14:00,75.9,72.9,305.8,82.1,488.6
12/19/18 15:00,70.7,70.2,292.5,80.0,466.3
12/19/18 16:00,47.0,68.5,206.6,53.9,342.6
12/19/18 17:00,28.4,45.0,95.3,27.0,126.9
12/19/18 18:00,28.3,43.8,86.9,26.7,117.1
12/19/18 19:00,21.3,45.8,68.7,16.2,92.3
12/19/18 20:00,19.6,35.9,48.4,12.8,55.6
